Rural_Population,year,No_of_Registered,Employment_demanded,Employment_offered,Employment_Availed,Crop,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI,State
18189580,2019,1814857,919936,918982,753429,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,PUNJAB
18189580,2019,1814857,919936,918982,753429,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,PUNJAB
18189580,2019,1814857,919936,918982,753429,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,PUNJAB
18189580,2019,1814857,919936,918982,753429,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,PUNJAB
18189580,2019,1814857,919936,918982,753429,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,PUNJAB
18189580,2019,1814857,919936,918982,753429,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,PUNJAB
18189580,2019,1814857,919936,918982,753429,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,PUNJAB
18189580,2019,1814857,919936,918982,753429,Tur,0.0,0.0,0.0,5800,0.0,144.675,PUNJAB
18189580,2019,1814857,919936,918982,753429,Urad,155.9,83.0,533.0,5700,0.0,135.475,PUNJAB
18189580,2019,1814857,919936,918982,753429,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,PUNJAB
58152360,2019,10717276,6204067,6202188,5574419,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Tur,0.0,0.0,0.0,5800,0.0,144.675,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Urad,155.9,83.0,533.0,5700,0.0,135.475,RAJASTHAN
58152360,2019,10717276,6204067,6202188,5574419,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,RAJASTHAN
554477,2019,84373,62020,62005,57816,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,SIKKIM
554477,2019,84373,62020,62005,57816,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,SIKKIM
554477,2019,84373,62020,62005,57816,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,SIKKIM
554477,2019,84373,62020,62005,57816,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,SIKKIM
554477,2019,84373,62020,62005,57816,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,SIKKIM
554477,2019,84373,62020,62005,57816,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,SIKKIM
554477,2019,84373,62020,62005,57816,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,SIKKIM
554477,2019,84373,62020,62005,57816,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,SIKKIM
554477,2019,84373,62020,62005,57816,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,SIKKIM
554477,2019,84373,62020,62005,57816,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,SIKKIM
554477,2019,84373,62020,62005,57816,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,SIKKIM
554477,2019,84373,62020,62005,57816,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,SIKKIM
554477,2019,84373,62020,62005,57816,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,SIKKIM
554477,2019,84373,62020,62005,57816,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,SIKKIM
554477,2019,84373,62020,62005,57816,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,SIKKIM
554477,2019,84373,62020,62005,57816,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,SIKKIM
554477,2019,84373,62020,62005,57816,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,SIKKIM
554477,2019,84373,62020,62005,57816,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,SIKKIM
554477,2019,84373,62020,62005,57816,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,SIKKIM
554477,2019,84373,62020,62005,57816,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,SIKKIM
554477,2019,84373,62020,62005,57816,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,SIKKIM
554477,2019,84373,62020,62005,57816,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,SIKKIM
554477,2019,84373,62020,62005,57816,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,SIKKIM
554477,2019,84373,62020,62005,57816,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,SIKKIM
554477,2019,84373,62020,62005,57816,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,SIKKIM
554477,2019,84373,62020,62005,57816,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,SIKKIM
554477,2019,84373,62020,62005,57816,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,SIKKIM
554477,2019,84373,62020,62005,57816,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,SIKKIM
554477,2019,84373,62020,62005,57816,Tur,0.0,0.0,0.0,5800,0.0,144.675,SIKKIM
554477,2019,84373,62020,62005,57816,Urad,155.9,83.0,533.0,5700,0.0,135.475,SIKKIM
554477,2019,84373,62020,62005,57816,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,SIKKIM
49284215,2019,8588519,5880950,5880442,5648637,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Tur,0.0,0.0,0.0,5800,0.0,144.675,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Urad,155.9,83.0,533.0,5700,0.0,135.475,TAMIL NADU
49284215,2019,8588519,5880950,5880442,5648637,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,TAMIL NADU
20696907,2019,5569338,2788511,2769472,2479214,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Tur,0.0,0.0,0.0,5800,0.0,144.675,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Urad,155.9,83.0,533.0,5700,0.0,135.475,TELANGANA
20696907,2019,5569338,2788511,2769472,2479214,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,TELANGANA
3256110,2019,632858,578313,578296,565992,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,TRIPURA
3256110,2019,632858,578313,578296,565992,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,TRIPURA
3256110,2019,632858,578313,578296,565992,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,TRIPURA
3256110,2019,632858,578313,578296,565992,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,TRIPURA
3256110,2019,632858,578313,578296,565992,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,TRIPURA
3256110,2019,632858,578313,578296,565992,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,TRIPURA
3256110,2019,632858,578313,578296,565992,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,TRIPURA
3256110,2019,632858,578313,578296,565992,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,TRIPURA
3256110,2019,632858,578313,578296,565992,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,TRIPURA
3256110,2019,632858,578313,578296,565992,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,TRIPURA
3256110,2019,632858,578313,578296,565992,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,TRIPURA
3256110,2019,632858,578313,578296,565992,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,TRIPURA
3256110,2019,632858,578313,578296,565992,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,TRIPURA
3256110,2019,632858,578313,578296,565992,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,TRIPURA
3256110,2019,632858,578313,578296,565992,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,TRIPURA
3256110,2019,632858,578313,578296,565992,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,TRIPURA
3256110,2019,632858,578313,578296,565992,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,TRIPURA
3256110,2019,632858,578313,578296,565992,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,TRIPURA
3256110,2019,632858,578313,578296,565992,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,TRIPURA
3256110,2019,632858,578313,578296,565992,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,TRIPURA
3256110,2019,632858,578313,578296,565992,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,TRIPURA
3256110,2019,632858,578313,578296,565992,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,TRIPURA
3256110,2019,632858,578313,578296,565992,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,TRIPURA
3256110,2019,632858,578313,578296,565992,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,TRIPURA
3256110,2019,632858,578313,578296,565992,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,TRIPURA
3256110,2019,632858,578313,578296,565992,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,TRIPURA
3256110,2019,632858,578313,578296,565992,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,TRIPURA
3256110,2019,632858,578313,578296,565992,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,TRIPURA
3256110,2019,632858,578313,578296,565992,Tur,0.0,0.0,0.0,5800,0.0,144.675,TRIPURA
3256110,2019,632858,578313,578296,565992,Urad,155.9,83.0,533.0,5700,0.0,135.475,TRIPURA
3256110,2019,632858,578313,578296,565992,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,TRIPURA
166633659,2019,17995189,6265821,6259889,5311962,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Tur,0.0,0.0,0.0,5800,0.0,144.675,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Urad,155.9,83.0,533.0,5700,0.0,135.475,UTTAR PRADESH
166633659,2019,17995189,6265821,6259889,5311962,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,UTTAR PRADESH
7126737,2019,1116620,546905,546637,503896,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,UTTARAKHAND
7126737,2019,1116620,546905,546637,503896,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,UTTARAKHAND
