Rural_Population,year,No_of_Registered,Employment_demanded,Employment_offered,Employment_Availed,Crop,Area_(in_Ha),Production_(in_Tonnes),Yield_(kg/Ha),MSP,Annual_rainfall,WPI,State
60023368,2019,7699109,4240335,4233052,3619252,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Tur,0.0,0.0,0.0,5800,0.0,144.675,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Urad,155.9,83.0,533.0,5700,0.0,135.475,MADHYA PRADESH
60023368,2019,7699109,4240335,4233052,3619252,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,MADHYA PRADESH
68668000,2019,9355168,1729237,1725245,1537146,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Tur,0.0,0.0,0.0,5800,0.0,144.675,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Urad,155.9,83.0,533.0,5700,0.0,135.475,MAHARASHTRA
68668000,2019,9355168,1729237,1725245,1537146,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,MAHARASHTRA
2424223,2019,573316,547419,545572,541427,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,MANIPUR
2424223,2019,573316,547419,545572,541427,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,MANIPUR
2424223,2019,573316,547419,545572,541427,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,MANIPUR
2424223,2019,573316,547419,545572,541427,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,MANIPUR
2424223,2019,573316,547419,545572,541427,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,MANIPUR
2424223,2019,573316,547419,545572,541427,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,MANIPUR
2424223,2019,573316,547419,545572,541427,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,MANIPUR
2424223,2019,573316,547419,545572,541427,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,MANIPUR
2424223,2019,573316,547419,545572,541427,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,MANIPUR
2424223,2019,573316,547419,545572,541427,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,MANIPUR
2424223,2019,573316,547419,545572,541427,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,MANIPUR
2424223,2019,573316,547419,545572,541427,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,MANIPUR
2424223,2019,573316,547419,545572,541427,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,MANIPUR
2424223,2019,573316,547419,545572,541427,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,MANIPUR
2424223,2019,573316,547419,545572,541427,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,MANIPUR
2424223,2019,573316,547419,545572,541427,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,MANIPUR
2424223,2019,573316,547419,545572,541427,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,MANIPUR
2424223,2019,573316,547419,545572,541427,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,MANIPUR
2424223,2019,573316,547419,545572,541427,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,MANIPUR
2424223,2019,573316,547419,545572,541427,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,MANIPUR
2424223,2019,573316,547419,545572,541427,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,MANIPUR
2424223,2019,573316,547419,545572,541427,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,MANIPUR
2424223,2019,573316,547419,545572,541427,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,MANIPUR
2424223,2019,573316,547419,545572,541427,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,MANIPUR
2424223,2019,573316,547419,545572,541427,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,MANIPUR
2424223,2019,573316,547419,545572,541427,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,MANIPUR
2424223,2019,573316,547419,545572,541427,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,MANIPUR
2424223,2019,573316,547419,545572,541427,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,MANIPUR
2424223,2019,573316,547419,545572,541427,Tur,0.0,0.0,0.0,5800,0.0,144.675,MANIPUR
2424223,2019,573316,547419,545572,541427,Urad,155.9,83.0,533.0,5700,0.0,135.475,MANIPUR
2424223,2019,573316,547419,545572,541427,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,MANIPUR
3581606,2019,593729,512790,512791,505573,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Tur,0.0,0.0,0.0,5800,0.0,144.675,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Urad,155.9,83.0,533.0,5700,0.0,135.475,MEGHALAYA
3581606,2019,593729,512790,512791,505573,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,MEGHALAYA
665884,2019,200635,203118,203057,202975,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,MIZORAM
665884,2019,200635,203118,203057,202975,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,MIZORAM
665884,2019,200635,203118,203057,202975,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,MIZORAM
665884,2019,200635,203118,203057,202975,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,MIZORAM
665884,2019,200635,203118,203057,202975,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,MIZORAM
665884,2019,200635,203118,203057,202975,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,MIZORAM
665884,2019,200635,203118,203057,202975,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,MIZORAM
665884,2019,200635,203118,203057,202975,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,MIZORAM
665884,2019,200635,203118,203057,202975,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,MIZORAM
665884,2019,200635,203118,203057,202975,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,MIZORAM
665884,2019,200635,203118,203057,202975,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,MIZORAM
665884,2019,200635,203118,203057,202975,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,MIZORAM
665884,2019,200635,203118,203057,202975,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,MIZORAM
665884,2019,200635,203118,203057,202975,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,MIZORAM
665884,2019,200635,203118,203057,202975,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,MIZORAM
665884,2019,200635,203118,203057,202975,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,MIZORAM
665884,2019,200635,203118,203057,202975,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,MIZORAM
665884,2019,200635,203118,203057,202975,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,MIZORAM
665884,2019,200635,203118,203057,202975,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,MIZORAM
665884,2019,200635,203118,203057,202975,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,MIZORAM
665884,2019,200635,203118,203057,202975,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,MIZORAM
665884,2019,200635,203118,203057,202975,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,MIZORAM
665884,2019,200635,203118,203057,202975,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,MIZORAM
665884,2019,200635,203118,203057,202975,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,MIZORAM
665884,2019,200635,203118,203057,202975,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,MIZORAM
665884,2019,200635,203118,203057,202975,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,MIZORAM
665884,2019,200635,203118,203057,202975,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,MIZORAM
665884,2019,200635,203118,203057,202975,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,MIZORAM
665884,2019,200635,203118,203057,202975,Tur,0.0,0.0,0.0,5800,0.0,144.675,MIZORAM
665884,2019,200635,203118,203057,202975,Urad,155.9,83.0,533.0,5700,0.0,135.475,MIZORAM
665884,2019,200635,203118,203057,202975,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,MIZORAM
1880620,2019,436793,393978,392680,390368,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,NAGALAND
1880620,2019,436793,393978,392680,390368,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,NAGALAND
1880620,2019,436793,393978,392680,390368,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,NAGALAND
1880620,2019,436793,393978,392680,390368,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,NAGALAND
1880620,2019,436793,393978,392680,390368,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,NAGALAND
1880620,2019,436793,393978,392680,390368,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,NAGALAND
1880620,2019,436793,393978,392680,390368,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,NAGALAND
1880620,2019,436793,393978,392680,390368,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,NAGALAND
1880620,2019,436793,393978,392680,390368,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,NAGALAND
1880620,2019,436793,393978,392680,390368,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,NAGALAND
1880620,2019,436793,393978,392680,390368,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,NAGALAND
1880620,2019,436793,393978,392680,390368,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,NAGALAND
1880620,2019,436793,393978,392680,390368,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,NAGALAND
1880620,2019,436793,393978,392680,390368,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,NAGALAND
1880620,2019,436793,393978,392680,390368,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,NAGALAND
1880620,2019,436793,393978,392680,390368,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,NAGALAND
1880620,2019,436793,393978,392680,390368,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,NAGALAND
1880620,2019,436793,393978,392680,390368,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,NAGALAND
1880620,2019,436793,393978,392680,390368,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,NAGALAND
1880620,2019,436793,393978,392680,390368,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,NAGALAND
1880620,2019,436793,393978,392680,390368,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,NAGALAND
1880620,2019,436793,393978,392680,390368,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,NAGALAND
1880620,2019,436793,393978,392680,390368,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,NAGALAND
1880620,2019,436793,393978,392680,390368,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,NAGALAND
1880620,2019,436793,393978,392680,390368,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,NAGALAND
1880620,2019,436793,393978,392680,390368,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,NAGALAND
1880620,2019,436793,393978,392680,390368,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,NAGALAND
1880620,2019,436793,393978,392680,390368,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,NAGALAND
1880620,2019,436793,393978,392680,390368,Tur,0.0,0.0,0.0,5800,0.0,144.675,NAGALAND
1880620,2019,436793,393978,392680,390368,Urad,155.9,83.0,533.0,5700,0.0,135.475,NAGALAND
1880620,2019,436793,393978,392680,390368,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,NAGALAND
38395628,2019,6943592,2577256,2573866,2325269,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Jute & Mesta,2000.0,21311.0,1918.0,1771,2.567726027,171.2583333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Lentil,454.0,356.0,784.0,4800,7.009479452,135.3083333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Linseed,4885.0,3038.0,622.0,5682,5.826712329,157.3083333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Maize,0.0,0.0,0.0,1760,0.0,172.5666667,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Mesta,2000.0,21311.0,1918.0,1959,2.567726027,132.8583333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Moong,363.5,217.0,597.0,7050,0.0,135.4583333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Nigerseed,4000.0,1324.0,331.0,5940,2.567726027,165.45,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Other Pulses,140000.0,74000.0,529.0,5720,2.567726027,171.2583333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Ragi,34000.0,44880.0,1320.0,3150,2.567726027,223.2916667,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Rapeseed & Mustard,2000.0,970.0,485.0,4425,2.567726027,143.0583333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Rice,5701.1,17981.0,3154.0,1815,0.0,153.6,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Safflower,1000.0,490.0,490.0,5215,2.567726027,178.475,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Sannhemp,297910.13,867316.14,1743.84,3099,3.32509589,171.2583333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Sesamum,0.0,0.0,0.0,6485,0.0,171.2583333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Small Millets,22000.0,22000.0,1000.0,5688,2.567726027,171.2583333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Soybean,1000.0,1747.0,1747.0,3710,2.567726027,160.5583333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Sugarcane,88.4,8296.0,93846.0,275,0.0,169.5,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Sunflower,9000.0,8480.0,942.0,5650,2.567726027,121.7083333,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Tobacco,500503.07,3689080.84,10339.7,1910,2.567726027,113.6,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Tur,0.0,0.0,0.0,5800,0.0,144.675,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Urad,155.9,83.0,533.0,5700,0.0,135.475,ODISHA
38395628,2019,6943592,2577256,2573866,2325269,Wheat,3390.0,6678.0,1970.0,1925,7.009479452,156.6083333,ODISHA
18189580,2019,1814857,919936,918982,753429,Bajra,25000.0,58200.0,2328.0,2000,2.567726027,189.45,PUNJAB
18189580,2019,1814857,919936,918982,753429,Barley,7449.0,10198.0,1369.0,1525,3.32509589,168.1083333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Castorseed,38000.0,25992.0,684.0,5556,2.567726027,121.025,PUNJAB
18189580,2019,1814857,919936,918982,753429,Cotton,657000.0,2508000.0,649.0,5550,2.567726027,117.875,PUNJAB
18189580,2019,1814857,919936,918982,753429,Gram,459000.0,559062.0,1218.0,4875,2.567726027,145.825,PUNJAB
18189580,2019,1814857,919936,918982,753429,Groundnut,0.0,0.0,0.0,5090,0.0,137.8083333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Guarseed,321725.08,1000969.51,1836.69,1773,2.93460274,171.2583333,PUNJAB
18189580,2019,1814857,919936,918982,753429,Jowar,155000.0,389111.0,2510.0,2550,2.567726027,156.0166667,PUNJAB
18189580,2019,1814857,919936,918982,753429,Jute,64247.0,791666.0,2218.0,3950,5.826712329,198.375,PUNJAB
